OBJECTNUMMER;Initiatiefnemer;Activiteit;Sector;Jaar;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
782;"Subliem zorg";"dagbesteding";"Kantoor en bedrijf";2020;"POINT(4.9432075,52.3194123)";"POINT(52.3194123,4.9432075)";4.9432075;52.3194123;
783;"Enable the Label";"online fashion platform";"Kantoor en bedrijf";2020;"POINT(4.9342494,52.3670123)";"POINT(52.3670123,4.9342494)";4.9342494;52.3670123;
784;"AMC HELIUS Onderzoek 2020";"VUmc / AMC Onderzoek";"Maatschappelijk";2020;"POINT(4.9220053,52.4044982)";"POINT(52.4044982,4.9220053)";4.9220053;52.4044982;
785;"Stichting Aanpak Overlast (Team Noord)";"aanpak overlast";"Kantoor en bedrijf";2020;"POINT(4.9369113,52.396432)";"POINT(52.396432,4.9369113)";4.9369113;52.396432;
786;"Zhembrovvsky";"balletschool";"Onderwijs";2020;"POINT(4.9030116,52.3529603)";"POINT(52.3529603,4.9030116)";4.9030116;52.3529603;
787;" Heinsius Clay & Tadelakt  ";"ambacht stucador en lampdesign";"Kantoor en bedrijf";2020;"POINT(4.818885,52.394443)";"POINT(52.394443,4.818885)";4.818885;52.394443;
788;"Horeca Occasion Center Amsterdam";"Tweedehands Horeca apparatuur";"Kantoor en bedrijf";2020;"POINT(4.7927112,52.3902587)";"POINT(52.3902587,4.7927112)";4.7927112;52.3902587;
789;"Tango Argentino";"dansschool";"Cultuur";2020;"POINT(4.9374142,52.3492042)";"POINT(52.3492042,4.9374142)";4.9374142;52.3492042;
790;"Tango Argentino ";"dansschool";"Cultuur";2020;"POINT(4.926473,52.3617339)";"POINT(52.3617339,4.926473)";4.926473;52.3617339;
792;"BMS Security";"beveiligingsbedrijf";"Kantoor en bedrijf";2020;"POINT(4.7863204,52.3922594)";"POINT(52.3922594,4.7863204)";4.7863204;52.3922594;
793;"Stichting Nichiran Silvernet";"Japanse gemeenschap";"Maatschappelijk";2020;"POINT(4.8517277,52.301023)";"POINT(52.301023,4.8517277)";4.8517277;52.301023;
794;"Fawaka Ondernemersschool";"duurzame educatieprojecten basisonderwijs";"Maatschappelijk";2020;"POINT(4.9054521,52.3837849)";"POINT(52.3837849,4.9054521)";4.9054521;52.3837849;
795;"Undercurrent";"Horeca op water";"Horeca";2020;"POINT(4.8875352,52.4064231)";"POINT(52.4064231,4.8875352)";4.8875352;52.4064231;
796;"Discodippers";"uitzendbureau horecapersoneel";"Kantoor en bedrijf";2020;"POINT(4.9029408,52.3714758)";"POINT(52.3714758,4.9029408)";4.9029408;52.3714758;
797;"Luuk Wezenberg";"Ruimtelijk ontwerper";"Kantoor en bedrijf";2020;"POINT(4.8585748,52.4274798)";"POINT(52.4274798,4.8585748)";4.8585748;52.4274798;
798;"Lyanne Woltjer Acupunctuurpraktijk";"Acupunctuurpraktijk";"Maatschappelijk";2020;"POINT(4.9204676,52.3535561)";"POINT(52.3535561,4.9204676)";4.9204676;52.3535561;
799;"The Learning Network ";"Studieboekenhuis";"Kantoor en bedrijf";2020;"POINT(4.9825644,52.3321542)";"POINT(52.3321542,4.9825644)";4.9825644;52.3321542;
800;"PLYGRND";"sociale onderneming";"Kantoor en bedrijf";2020;"POINT(4.9468148,52.3074583)";"POINT(52.3074583,4.9468148)";4.9468148;52.3074583;
801;"Mooie boules";"jeu de boule baan";"Horeca";2018;"POINT(4.9389548,52.3669778)";"POINT(52.3669778,4.9389548)";4.9389548;52.3669778;
802;"De Krakeling";"Theater";"Cultuur";2020;"POINT(4.8735191,52.3862145)";"POINT(52.3862145,4.8735191)";4.8735191;52.3862145;
803;"Sound Light Color Atelier";"Atelier voor kunstschilders";"Cultuur";2020;"POINT(4.8791442,52.3891778)";"POINT(52.3891778,4.8791442)";4.8791442;52.3891778;

